5000
1
632055
643086
-0.400931,0.588916,-0.701735,1.82582,
-1,0,0,2.26327,
0.274346,-0.897978,0.344049,2.01106,
0.57735,0.57735,0.57735,0,
-0.946894,0.301419,0.111979,3.39659,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.779024,0.194304,0.596127,2.09632,
0.57735,0.57735,0.57735,0,
0.00736134,-0.999973,0,1.02547,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.294961,0.154747,-0.942895,1.75673,
0.57735,0.57735,0.57735,0,
0.510506,0.058313,0.857895,2.32026,
0.152521,0.869908,-0.469039,1.8069,
0.57735,0.57735,0.57735,0,
0.457623,-0.342074,0.820711,4.47541,
0.669399,-0.642273,-0.37335,0.7103,
0.525541,0.0259165,0.850373,4.50257,
0.520738,-0.707153,-0.478296,0.80642,
0.57735,0.57735,0.57735,0,
-0.249079,-0.940863,0.229645,2.78191,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.744354,-0.650113,0.152611,2.23344,
0.400867,-0.851129,-0.338947,3.26004,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.959358,0.282136,-0.0055718,0.52641,
0.190049,-0.175113,0.966031,5.37005,
0.868483,0.434176,-0.239223,0.885812,
0.57735,0.57735,0.57735,0,
-0.51207,-0.744909,0.427663,3.01711,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.995924,0.0565384,0.0702831,1.27434,
0.417087,-0.904182,-0.0921597,1.6855,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.99676,0.0794882,0.0123159,0.841085,
0.57735,0.57735,0.57735,0,
0.0875682,-0.993743,0.0693253,2.45881,
-0.988498,0.149748,0.0211654,0.960163,
0.57735,0.57735,0.57735,0,
0.58538,0.147076,0.797308,4.01642,
-0.912729,0.362369,0.188717,0.866295,
0.57735,0.57735,0.57735,0,
0.0070092,-0.198043,0.980168,5.49039,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.963662,0.181899,0.195625,0.308594,
0.57735,0.57735,0.57735,0,
0.180642,0.0992523,0.978528,4.45938,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.938062,-0.343078,-0.0483528,0.363695,
0.57735,0.57735,0.57735,0,
-0.140129,0.254524,0.95686,4.35395,
-0.861079,0.259177,-0.437459,1.80135,
0.57735,0.57735,0.57735,0,
-0.312642,-0.200701,0.928426,5.15202,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.946615,0.237885,0.217556,0.294901,
0.57735,0.57735,0.57735,0,
-0.0747145,0.140711,0.987228,4.46092,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.243386,0.969926,-0.00278603,1.57535,
0.57735,0.57735,0.57735,0,
0.0942878,-0.950813,-0.295067,1.34016,
-0.895153,-0.374843,0.241235,0.223557,
0.266064,-0.963284,-0.0359623,3.06851,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.166964,-0.839675,0.516786,1.70501,
0.272499,-0.950663,-0.148271,2.61565,
-0.276895,-0.734659,0.619359,1.67813,
0.531437,0.220493,0.817898,2.46762,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.790819,0.057523,0.609341,0.623961,
0.57735,0.57735,0.57735,0,
-0.0660905,-0.18995,0.979567,2.55092,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.182594,0.968127,-0.171431,1.16721,
0.57735,0.57735,0.57735,0,
0.0574477,-0.40182,0.913915,2.94812,
-0.940518,-0.328585,0.0863612,1.12623,
0.57735,0.57735,0.57735,0,
0.797333,-0.596939,0.0890187,2.87056,
0.692196,0.71661,0.0856502,1.15158,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.134344,0.0638155,0.988878,2.4045,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.478906,0.861166,0.170418,1.45414,
0.57735,0.57735,0.57735,0,
0.66058,-0.632402,-0.404602,1.84593,
-0.989106,0.0425833,0.140909,1.76658,
0.57735,0.57735,0.57735,0,
0.786108,0.415537,0.457562,2.7683,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.0312769,0.950018,0.310625,0.915419,
0.57735,0.57735,0.57735,0,
0.673184,0.407866,0.616821,1.84772,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.577294,0.782412,-0.233588,1.83463,
0.57735,0.57735,0.57735,0,
0.107181,-0.960144,0.25814,2.97777,
0.944834,0.190373,-0.266546,1.56089,
0.57735,0.57735,0.57735,0,
0.482494,-0.843797,0.234959,2.73184,
-0.887625,-0.0875202,0.452175,1.17175,
-0.0685485,-0.997647,-0.00142282,3.33663,
-0.814285,0.122117,0.567474,1.34307,
0.219026,-0.108904,0.969623,2.75987,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.906709,-0.147602,0.395085,1.35574,
0.454986,-0.128374,0.881197,2.52718,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.831912,0.52213,-0.187889,1.20255,
0.57735,0.57735,0.57735,0,
0.601163,-0.796116,-0.0692941,2.67038,
0.719102,0.679369,-0.146114,1.41492,
0.57735,0.57735,0.57735,0,
-0.70773,-0.313125,0.633302,1.84749,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.796269,0.345516,-0.496563,1.25756,
0.57735,0.57735,0.57735,0,
0.495328,-0.0472659,0.867419,2.25278,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.891057,0.129127,-0.435136,1.9491,
0.57735,0.57735,0.57735,0,
0.189349,-0.305273,0.93325,3.37703,
0.945321,0.23815,-0.222828,1.91571,
0.57735,0.57735,0.57735,0,
-0.449232,-0.888229,-0.0961213,3.33047,
0.907472,-0.146048,-0.39391,1.87551,
0.57735,0.57735,0.57735,0,
-0.915434,-0.270969,-0.297585,2.42107,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.937103,0.201456,-0.28505,1.78426,
0.57735,0.57735,0.57735,0,
-0.270118,-0.960276,-0.070047,2.91832,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.939206,0.163779,-0.301775,1.88238,
0.57735,0.57735,0.57735,0,
-0.590866,-0.688657,-0.420272,2.36888,
-0.57284,0.437807,0.69295,1.48565,
-0.959746,-0.122979,0.252517,3.8999,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.905645,0.160359,-0.392545,1.72263,
0.57735,0.57735,0.57735,0,
0.0559358,-0.988883,0.137775,3.1902,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.662028,0.186073,-0.726014,1.7599,
0.57735,0.57735,0.57735,0,
-0.728194,-0.239858,0.64203,3.15349,
-0.694027,-0.467547,-0.547473,1.14945,
-0.591002,0.153673,0.791897,3.31592,
-0.39276,-0.643956,-0.656552,0.873126,
0.57735,0.57735,0.57735,0,
-0.560792,0.3938,0.728309,3.17367,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.82629,-0.454284,-0.332972,1.67441,
-0.785096,-0.527035,-0.32536,2.80911,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.97631,-0.197098,0.0892843,1.10775,
0.57735,0.57735,0.57735,0,
-0.382689,0.0660833,0.921511,3.50341,
0.969894,-0.228078,0.0853547,1.20522,
0.57735,0.57735,0.57735,0,
-0.867838,0.238497,0.435863,3.00953,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.905376,-0.214499,0.366449,0.185766,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.652997,-0.095056,0.751371,1.84453,
0.356718,0.914706,-0.189909,1.44971,
0.57735,0.57735,0.57735,0,
-0.728654,-0.187373,0.658752,1.69332,
0.76963,-0.585247,-0.255255,0.473716,
0.57735,0.57735,0.57735,0,
0.306049,-0.333974,0.891513,2.90532,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.225216,0.970761,-0.0830703,1.40599,
